Root,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_2877,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH236334.06FU
OTU_2878,Root,Fungi,Ascomycota,Lecanoromycetes,Candelariales,Candelariaceae,Candelaria,Candelaria_concolor|SH222723.06FU
OTU_2879,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_boleticola|SH209130.06FU
OTU_2880,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH190086.06FU
OTU_2881,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholomataceae_unidentified,Tricholomataceae_sp|SH228464.06FU
OTU_2882,Root,Fungi,Ascomycota,Orbiliomycetes,Orbiliomycetes_unidentified,Orbiliomycetes_unidentified_1,Orbiliomycetes_unidentified_1,Orbiliomycetes_sp|SH234044.06FU
OTU_2883,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_sp|SH236640.06FU
OTU_2884,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp_99003a|SH225368.06FU
OTU_2885,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_alleghaniensis|SH214040.06FU
OTU_2886,Root,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeriaceae_unidentified,Botryosphaeriaceae_sp|SH206861.06FU
OTU_2887,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH216859.06FU
OTU_2888,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Plectosphaerellaceae,Plectosphaerellaceae_unidentified,Plectosphaerellaceae_sp|SH219652.06FU
OTU_2889,Root,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Acaulospora_nivalis|SH195298.06FU
OTU_2890,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH239349.06FU
OTU_2891,Root,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_unidentified,Trechisporales_unidentified_1,Trechisporales_sp|SH219384.06FU
OTU_2892,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Coltricia,Coltricia_sp|SH237177.06FU
OTU_2893,Root,Fungi,Chytridiomycota,Monoblepharidomycetes,Monoblepharidales,Monoblepharidales_unidentified,Monoblepharidales_unidentified_1,Monoblepharidales_sp|SH230044.06FU
OTU_2894,Root,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Australiasca,Australiasca_queenslandica|SH225785.06FU
OTU_2895,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Crepidotus,Crepidotus_sphaerosporus|SH194055.06FU
OTU_2896,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2897,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Cyphellophora,Cyphellophora_guyanensis|SH214504.06FU
OTU_2898,Root,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Phyllosticta,Phyllosticta_sp|SH198090.06FU
OTU_2899,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH206981.06FU
OTU_2900,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,Schizopora_flavipora|SH204969.06FU
OTU_2901,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Cephalotheca,Cephalotheca_sp|SH230662.06FU
OTU_2902,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinariaceae_unidentified,Cortinariaceae_sp|SH218203.06FU
OTU_2903,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_foliorum|SH212025.06FU
OTU_2904,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_unidentified,Hymenochaetales_unidentified_1,Hymenochaetales_sp|SH197309.06FU
OTU_2905,Root,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp|SH204188.06FU
OTU_2906,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_unidentified,Pezizaceae_sp|SH238608.06FU
OTU_2907,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp|SH202454.06FU
OTU_2908,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH194653.06FU
OTU_2909,Root,Fungi,Basidiomycota,Basidiomycota_unidentified,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1,Basidiomycota_unidentified_1_1,Basidiomycota_sp|SH230364.06FU
OTU_2910,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus_petasatus|SH201427.06FU
OTU_2911,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,Hymenochaete_minor|SH239539.06FU
OTU_2912,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae_sedis_2,Hyphodiscus,Hyphodiscus_sp_TU_104241|SH241158.06FU
OTU_2913,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Knufia,Knufia_perforans|SH209750.06FU
OTU_2914,Root,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Powellomyces,Powellomyces_sp_PL_142|SH238483.06FU
OTU_2915,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH216152.06FU
OTU_2916,Root,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_unidentified,Trechisporales_unidentified_1,Trechisporales_sp|SH238841.06FU
OTU_2917,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH215691.06FU
OTU_2918,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_sp|SH235921.06FU
OTU_2919,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_unidentified,Agaricomycetes_unidentified_1,Agaricomycetes_unidentified_1,Agaricomycetes_sp|SH202321.06FU
OTU_2920,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces_khaoyaiensis|SH230833.06FU
OTU_2921,Root,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Incertae_sedis_19,Phaeosclera,Phaeosclera_sp|SH213886.06FU
OTU_2922,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_inositophilus|SH219417.06FU
OTU_2923,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_fuckelii|SH237048.06FU
OTU_2924,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_rubiginosiperitheciata|SH227646.06FU
OTU_2925,Root,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp|SH226306.06FU
OTU_2926,Root,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Trechisporales_unidentified,Trechisporales_unidentified_1,Trechisporales_sp|SH220962.06FU
OTU_2927,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH189918.06FU
OTU_2928,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH241584.06FU
OTU_2929,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Incertae_sedis_13,Anguillospora,Anguillospora_longissima|SH223775.06FU
OTU_2930,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH235191.06FU
OTU_2931,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_sp|SH221177.06FU
OTU_2932,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_longisporum|SH196289.06FU
OTU_2933,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH216151.06FU
OTU_2934,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_ruber|SH219452.06FU
OTU_2935,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH217850.06FU
OTU_2936,Root,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Endoconidioma,Endoconidioma_populi|SH231447.06FU
OTU_2937,Root,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostomataceae_unidentified,Ophiostomataceae_sp|SH205018.06FU
OTU_2938,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH196126.06FU
OTU_2939,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH234975.06FU
OTU_2940,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_sp|SH192001.06FU
OTU_2941,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_auriculariae|SH219416.06FU
OTU_2942,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Apiosporaceae,Arthrinium,Arthrinium_phragmites|SH233380.06FU
OTU_2943,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp_olrim407|SH214961.06FU
OTU_2944,Root,Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_unidentified,Dothideomycetes_unidentified_1,Dothideomycetes_unidentified_1,Dothideomycetes_sp|SH238906.06FU
OTU_2945,Root,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_confusa|SH211014.06FU
OTU_2946,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_sp|SH221459.06FU
OTU_2947,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Incertae_sedis_11,Candida,Candida_sp_GA1SO4|SH222293.06FU
OTU_2948,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_sp|SH192108.06FU
OTU_2949,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_sp|SH212077.06FU
OTU_2950,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_lactophilus|SH226405.06FU
OTU_2951,Root,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe_adunca_var_adunca|SH224624.06FU
OTU_2952,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Cordana,Cordana_solitaria|SH219394.06FU
OTU_2953,Root,Fungi,Ascomycota,Leotiomycetes,Leotiomycetes_unidentified,Leotiomycetes_unidentified_1,Leotiomycetes_unidentified_1,Leotiomycetes_sp|SH217860.06FU
OTU_2954,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_brasiliensis|SH194809.06FU
OTU_2955,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma_sp_QMW_2012|SH236489.06FU
OTU_2956,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Lentamycetaceae,Lentamyces,Lentamyces_zychae|SH239849.06FU
OTU_2957,Root,Fungi,Zygomycota,Incertae_sedis_10,Entomophthorales,Entomophthoraceae,Pandora,Pandora_kondoiensis|SH236955.06FU
OTU_2958,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp|SH204484.06FU
OTU_2959,Root,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_cladodes|SH226885.06FU
OTU_2960,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_unidentified,Pleosporales_unidentified_1,Pleosporales_sp|SH240403.06FU
OTU_2961,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_sp|SH196298.06FU
OTU_2962,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Magnaporthaceae,Magnaporthaceae_unidentified,Magnaporthaceae_sp|SH239670.06FU
OTU_2963,Root,Fungi,Basidiomycota,Incertae_sedis_4,Malasseziales,Incertae_sedis_5,Malassezia,Malassezia_globosa|SH190404.06FU
OTU_2964,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_unidentified,Capnodiales_unidentified_1,Capnodiales_sp|SH195239.06FU
OTU_2965,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pseudochaete,Pseudochaete_corrugata|SH206002.06FU
OTU_2966,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_unidentified,Cantharellales_unidentified_1,Cantharellales_sp|SH214995.06FU
OTU_2967,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma_sp|SH235594.06FU
OTU_2968,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH224631.06FU
OTU_2969,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_rutilum|SH240964.06FU
OTU_2970,Root,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Bensingtonia,Bensingtonia_phyllada|SH241566.06FU
OTU_2971,Root,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Kylindria,Kylindria_peruamazonensis|SH218025.06FU
OTU_2972,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Sporobolomyces,Sporobolomyces_inositophilus|SH219417.06FU
OTU_2973,Root,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Togniniaceae,Togninia,Togninia_minima|SH213650.06FU
OTU_2974,Root,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris,Lasiosphaeris_sp_2_ANM_2011|SH234356.06FU
OTU_2975,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Radulodon,Radulodon_americanus|SH233282.06FU
OTU_2976,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_unidentified,Hymenochaetales_unidentified_1,Hymenochaetales_sp|SH235194.06FU
OTU_2977,Root,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus_sp|SH203447.06FU
OTU_2978,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria_ostoyae|SH240409.06FU
OTU_2979,Root,Fungi,Zygomycota,Incertae_sedis_10,Endogonales,Endogonaceae,Endogone,Endogone_sp_1_RG_2012|SH235404.06FU
OTU_2980,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_unidentified,Thelephoraceae_sp|SH202702.06FU
OTU_2981,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Pulchromyces,Pulchromyces_fimicola|SH227367.06FU
OTU_2982,Root,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Incertae_sedis_33,Camarosporium,Camarosporium_sp|SH238738.06FU
OTU_2983,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolales_unidentified,Sporidiobolales_unidentified_1,Sporidiobolales_sp|SH212313.06FU
OTU_2984,Root,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,Hyphodontia_crustosa|SH228754.06FU
OTU_2985,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_stuposa|SH202473.06FU
OTU_2986,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,Hypomyces_chlorinigenus|SH230831.06FU
OTU_2987,Root,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Arachniotus,Arachniotus_aurantiacus|SH212271.06FU
OTU_2988,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Paraconiothyrium,Paraconiothyrium_variabile|SH224124.06FU
OTU_2989,Root,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_unidentified,Pezizaceae_sp|SH210114.06FU
OTU_2990,Root,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomycetaceae_unidentified,Saccharomycetaceae_sp|SH229716.06FU
OTU_2991,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH192912.06FU
OTU_2992,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_unidentified,Hypocreales_unidentified_1,Hypocreales_sp|SH237936.06FU
OTU_2993,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_unidentified,Agaricales_unidentified_1,Agaricales_sp|SH234222.06FU
OTU_2994,Root,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_sp_NRRL_35203|SH210318.06FU
OTU_2995,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Falcocladium,Falcocladium_multivesiculatum|SH220371.06FU
OTU_2996,Root,Fungi,Zygomycota,Incertae_sedis_10,Mucorales,Backusellaceae,Backusella,Backusella_circina|SH239421.06FU
OTU_2997,Root,Fungi,Ascomycota,Leotiomycetes,Incertae_sedis,Incertae_sedis_1,Collophora,Collophora_sp|SH236519.06FU
OTU_2998,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype,Diatrype_disciformis|SH209822.06FU
OTU_2999,Root,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_unidentified,Herpotrichiellaceae_sp|SH225364.06FU
OTU_3000,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellomycetes_unidentified,Tremellomycetes_unidentified_1,Tremellomycetes_unidentified_1,Tremellomycetes_sp|SH197004.06FU
OTU_3001,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp|SH192515.06FU
OTU_3002,Root,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Caloplaca,Caloplaca_flavorubescens|SH214327.06FU
OTU_3003,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp_AG_B(o)|SH224068.06FU
OTU_3004,Root,Fungi,Ascomycota,Dothideomycetes,Incertae_sedis_8,Myxotrichaceae,Oidiodendron,Oidiodendron_sp|SH217756.06FU
OTU_3005,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_unidentified,Agaricales_unidentified_1,Agaricales_sp|SH218994.06FU
OTU_3006,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Derxomyces,Derxomyces_wuzhishanensis|SH197673.06FU
OTU_3007,Root,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp|SH200293.06FU
OTU_3008,Root,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,Exobasidium_sp|SH236085.06FU
OTU_3009,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_sp|SH217850.06FU
OTU_3010,Root,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_unidentified,Sordariomycetes_unidentified_1,Sordariomycetes_unidentified_1,Sordariomycetes_sp|SH237144.06FU
OTU_3011,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Steccherinum,Steccherinum_sp_MLB_2010|SH204022.06FU
OTU_3012,Root,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma_sp_Vega417|SH241684.06FU
OTU_3013,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Cryptococcus_1,Cryptococcus_dejecticola|SH225240.06FU
OTU_3014,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae_sedis_3,Acremonium,Acremonium_sp|SH212077.06FU
OTU_3015,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_echinospora|SH229034.06FU
OTU_3016,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH222542.06FU
OTU_3017,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Chalara,Chalara_sp|SH209350.06FU
OTU_3018,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_3019,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH209285.06FU
OTU_3020,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_unidentified,Agaricales_unidentified_1,Agaricales_sp|SH239705.06FU
OTU_3021,Root,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Incertae_sedis_12,Tremella,Tremella_sp_BEA_2010|SH222594.06FU
OTU_3022,Root,Fungi,Ascomycota,Sordariomycetes,Incertae_sedis_7,Incertae_sedis_31,Savoryella,Savoryella_longispora|SH232301.06FU
OTU_3023,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Tubeufiaceae,Helicoma,Helicoma_morganii|SH226060.06FU
OTU_3024,Root,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Pochonia_sp_CBS_64685|SH228971.06FU
OTU_3025,Root,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_unidentified,Glomeraceae_sp|SH228720.06FU
OTU_3026,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH205843.06FU
OTU_3027,Root,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Pateramycetaceae,Pateramyces,Pateramyces_corrientinensis|SH239616.06FU
OTU_3028,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH203825.06FU
OTU_3029,Root,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Hypoxylon_cercidicola|SH216340.06FU
OTU_3030,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH192912.06FU
OTU_3031,Root,Fungi,Chytridiomycota,Chytridiomycota_unidentified,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1,Chytridiomycota_unidentified_1_1,Chytridiomycota_sp|SH233268.06FU
OTU_3032,Root,Fungi,Ascomycota,Ascomycota_unidentified,Ascomycota_unidentified_1,Ascomycota_unidentified_1,Ascomycota_unidentified_1_1,Ascomycota_sp|SH208261.06FU
OTU_3033,Root,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hyphoderma,Hyphoderma_guttuliferum|SH205077.06FU
OTU_3034,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH197108.06FU
OTU_3035,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_unidentified,Clavariaceae_sp|SH203507.06FU
OTU_3036,Root,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleosporaceae_unidentified,Pleosporaceae_sp|SH224819.06FU
OTU_3037,Root,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae_sedis_25,Rhodotorula,Rhodotorula_sp|SH216410.06FU
OTU_3038,Root,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_lateritia|SH202764.06FU
OTU_3039,Root,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_unidentified,Helotiales_unidentified_1,Helotiales_sp|SH213015.06FU
OTU_3040,Root,Fungi,Ascomycota,Incertae_sedis_14,Incertae_sedis_15,Incertae_sedis_16,Knufia,Knufia_perforans|SH209750.06FU
OTU_3041,Root,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Septoria,Septoria_bupleuricola|SH212727.06FU
OTU_3042,Root,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Membranomyces,Membranomyces_sp|SH205406.06FU
OTU_3043,Root,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma_borgsjoeense|SH237356.06FU
OTU_3044,Root,Fungi,Fungi_unidentified,Fungi_unidentified_1,Fungi_unidentified_1,Fungi_unidentified_1_1,Fungi_unidentified_1_1,Fungi_sp|SH196126.06FU
OTU_3045,Root,Fungi,Zygomycota,Incertae_sedis_10,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp|SH214852.06FU
OTU_3046,Root,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Corticiaceae_unidentified,Corticiaceae_sp|SH218711.06FU
